,pid,majorTypeLEC_id,majorType_id,lec_id,species_id,value
522,523,T4-VS,T4,VS,102624,1
523,524,T4-VM,T4,VM,102626,-1
524,525,T4-HI,T4,HI,102626,2
525,526,T4-RU,T4,RU,102626,1
526,527,T4-UE,T4,UE,102626,-1
527,528,T4-VM,T4,VM,102641,-1
528,529,T4-RU,T4,RU,102641,1
529,530,T4-VM,T4,VM,102655,1
530,531,T4-VM,T4,VM,102659,-2
531,532,T4-HI,T4,HI,102659,1
532,533,T4-RU,T4,RU,102659,2
533,534,T4-VM,T4,VM,102684,1
534,535,T4-VM,T4,VM,102698,1
535,536,T4-SS,T4,SS,102698,1
536,537,T4-VM,T4,VM,102706,-1
537,538,T4-HI,T4,HI,102706,1
538,539,T4-UE,T4,UE,102706,-1
539,540,T4-VM,T4,VM,102750,-2
540,541,T4-RU,T4,RU,102750,1
541,542,T4-UE,T4,UE,102750,-1
542,543,T4-VM,T4,VM,102756,1
543,544,T4-RU,T4,RU,102756,1
544,545,T4-VM,T4,VM,102785,2
545,546,T4-UE,T4,UE,102785,-1
546,547,T4-VM,T4,VM,102795,-1
547,548,T4-HI,T4,HI,102795,1
548,549,T4-RU,T4,RU,102795,1
549,550,T4-VM,T4,VM,102796,-2
550,551,T4-RU,T4,RU,102796,1
551,552,T4-UE,T4,UE,102796,-1
552,553,T4-RU,T4,RU,102800,2
553,554,T4-UE,T4,UE,102800,-1
554,555,T4-VM,T4,VM,102802,2
555,556,T4-VS,T4,VS,102802,1
556,557,T4-VM,T4,VM,102805,-2
557,558,T4-RU,T4,RU,102805,1
558,559,T4-SS,T4,SS,102805,1
559,560,T4-UE,T4,UE,102805,-1
560,561,T4-VM,T4,VM,102808,1
561,562,T4-RU,T4,RU,102808,1
562,563,T4-UE,T4,UE,102808,1
563,564,T4-VM,T4,VM,102810,-1
564,565,T4-HI,T4,HI,102810,1
565,566,T4-RU,T4,RU,102810,1
566,567,T4-SS,T4,SS,102810,1
567,568,T4-UE,T4,UE,102810,-1
568,569,T4-HI,T4,HI,102822,2
569,570,T4-RU,T4,RU,102822,2
570,571,T4-SU,T4,SU,102822,1
571,572,T4-VM,T4,VM,102839,-1
572,573,T4-RU,T4,RU,102839,2
573,574,T4-UE,T4,UE,102839,-1
574,575,T4-HI,T4,HI,102846,1
575,576,T4-RU,T4,RU,102846,2
576,577,T4-RU,T4,RU,102880,-1
577,578,T4-SU,T4,SU,102880,-1
578,579,T4-VM,T4,VM,102902,1
579,580,T4-HI,T4,HI,102902,2
580,581,T4-RU,T4,RU,102912,2
581,582,T4-UE,T4,UE,102912,-1
582,583,T4-VM,T4,VM,102953,1
583,584,T4-HI,T4,HI,102953,2
584,585,T4-RU,T4,RU,102953,1
585,586,T4-VM,T4,VM,102958,1
586,587,T4-HI,T4,HI,102958,1
587,588,T4-RU,T4,RU,102958,1
588,589,T4-SU,T4,SU,102958,1
589,590,T4-SS,T4,SS,102958,1
590,591,T4-HI,T4,HI,102972,2
591,592,T4-VM,T4,VM,102996,-2
592,593,T4-HI,T4,HI,102996,1
593,594,T4-HI,T4,HI,103073,1
594,595,T4-RU,T4,RU,103081,1
595,596,T4-UE,T4,UE,103081,-1
596,597,T4-HI,T4,HI,103093,2
597,598,T4-UE,T4,UE,103093,-1
598,599,T4-HI,T4,HI,103123,1
599,600,T4-RU,T4,RU,103123,1
600,601,T4-VM,T4,VM,103127,-1
601,602,T4-HI,T4,HI,103127,-1
602,603,T4-UE,T4,UE,103127,-1
603,604,T4-VM,T4,VM,103134,-1
604,605,T4-SS,T4,SS,103134,1
605,606,T4-HI,T4,HI,103138,2
606,607,T4-RU,T4,RU,103138,-1
607,608,T4-SU,T4,SU,103144,1
608,609,T4-VM,T4,VM,103161,1
609,610,T4-VM,T4,VM,103162,-1
610,611,T4-HI,T4,HI,103162,1
611,612,T4-RU,T4,RU,103162,1
612,613,T4-UE,T4,UE,103162,-1
613,614,T4-VM,T4,VM,103168,1
614,615,T4-HI,T4,HI,103168,2
615,616,T4-VM,T4,VM,103193,1
616,617,T4-HI,T4,HI,103193,1
617,618,T4-RU,T4,RU,103193,1
618,619,T4-HI,T4,HI,103225,1
619,620,T4-UE,T4,UE,103225,-1
620,621,T4-VM,T4,VM,103276,-1
621,622,T4-RU,T4,RU,103276,2
622,623,T4-UE,T4,UE,103276,-1
623,624,T4-VM,T4,VM,103282,-1
624,625,T4-RU,T4,RU,103282,1
625,626,T4-UE,T4,UE,103282,-1
626,627,T4-VM,T4,VM,103303,-1
627,628,T4-RU,T4,RU,103303,1
628,629,T4-UE,T4,UE,103303,-1
629,630,T4-VM,T4,VM,103310,3
630,631,T4-HI,T4,HI,103310,1
631,632,T4-VM,T4,VM,103311,-3
632,633,T4-UE,T4,UE,103311,-1
633,634,T4-HI,T4,HI,103316,1
634,635,T4-RU,T4,RU,103316,1
635,636,T4-VM,T4,VM,103323,1
636,637,T4-HI,T4,HI,103323,2
637,638,T4-RU,T4,RU,103323,1
638,639,T4-HI,T4,HI,103324,1
639,640,T4-RU,T4,RU,103324,1
640,641,T4-VM,T4,VM,103342,-1
641,642,T4-HI,T4,HI,103342,1
642,643,T4-RU,T4,RU,103342,1
643,644,T4-UE,T4,UE,103342,-1
644,645,T4-VM,T4,VM,103345,-1
645,646,T4-HI,T4,HI,103345,1
646,647,T4-RU,T4,RU,103345,1
647,648,T4-UE,T4,UE,103345,-1
648,649,T4-VM,T4,VM,103347,2
649,650,T4-HI,T4,HI,103347,1
650,651,T4-RU,T4,RU,103347,1
651,652,T4-SU,T4,SU,103347,-1
652,653,T4-VM,T4,VM,103368,-1
653,654,T4-RU,T4,RU,103368,-1
654,655,T4-UE,T4,UE,103368,-1
655,656,T4-VM,T4,VM,103375,1
656,657,T4-RU,T4,RU,103375,1
657,658,T4-SU,T4,SU,103375,1
658,659,T4-VM,T4,VM,103380,-1
659,660,T4-HI,T4,HI,103380,1
660,661,T4-UE,T4,UE,103380,-1
661,662,T4-HI,T4,HI,103387,2
662,663,T4-RU,T4,RU,103387,1
663,664,T4-VM,T4,VM,103393,-2
664,665,T4-HI,T4,HI,103393,2
665,666,T4-RU,T4,RU,103393,2
666,667,T4-VM,T4,VM,103396,-1
667,668,T4-HI,T4,HI,103396,2
668,669,T4-VM,T4,VM,103427,-2
669,670,T4-HI,T4,HI,103427,2
670,671,T4-RU,T4,RU,103427,1
671,672,T4-RU,T4,RU,103450,1
672,673,T4-RU,T4,RU,103483,1
673,674,T4-VM,T4,VM,103486,-1
674,675,T4-RU,T4,RU,103486,1
675,676,T4-UE,T4,UE,103486,-1
676,677,T4-VM,T4,VM,103527,-2
677,678,T4-RU,T4,RU,103527,1
678,679,T4-UE,T4,UE,103527,-1
679,680,T4-HI,T4,HI,103538,2
680,681,T4-RU,T4,RU,103538,1
681,682,T4-SU,T4,SU,103538,1
682,683,T4-UE,T4,UE,103559,-1
683,684,T4-VM,T4,VM,103583,-1
684,685,T4-RU,T4,RU,103583,1
685,686,T4-UE,T4,UE,103583,-1
686,687,T4-VM,T4,VM,103595,-2
687,688,T4-RU,T4,RU,103595,1
688,689,T4-SS,T4,SS,103595,1
689,690,T4-UE,T4,UE,103595,-1
690,691,T4-VM,T4,VM,103596,-2
691,692,T4-RU,T4,RU,103596,1
692,693,T4-UE,T4,UE,103596,-1
693,694,T4-RU,T4,RU,103598,1
694,695,T4-VM,T4,VM,103601,-1
695,696,T4-RU,T4,RU,103601,1
696,697,T4-UE,T4,UE,103601,-1
697,698,T4-VM,T4,VM,103609,-1
698,699,T4-RU,T4,RU,103609,1
699,700,T4-UE,T4,UE,103609,-1
700,701,T4-VM,T4,VM,103616,-1
701,702,T4-RU,T4,RU,103616,1
702,703,T4-UE,T4,UE,103616,-1
703,704,T4-VM,T4,VM,103620,-1
704,705,T4-HI,T4,HI,103620,1
705,706,T4-VM,T4,VM,103632,1
706,707,T4-RU,T4,RU,103646,1
707,708,T4-VM,T4,VM,103677,-1
708,709,T4-UE,T4,UE,103677,-1
709,710,T4-HI,T4,HI,103785,1
710,711,T4-UE,T4,UE,103785,-1
711,712,T4-BK,T4,BK,103785,1
712,713,T4-SS,T4,SS,103825,1
713,714,T4-VM,T4,VM,103842,-1
714,715,T4-RU,T4,RU,103842,-1
715,716,T4-SU,T4,SU,103842,-1
716,717,T4-VM,T4,VM,103850,-1
717,718,T4-RU,T4,RU,103850,1
718,719,T4-VM,T4,VM,103857,1
719,720,T4-VM,T4,VM,103862,1
720,721,T4-UE,T4,UE,103879,-1
721,722,T4-BK,T4,BK,103885,1
722,723,T4-UE,T4,UE,103888,1
723,724,T4-VM,T4,VM,103891,-1
724,725,T4-HI,T4,HI,103891,1
725,726,T4-RU,T4,RU,103904,1
726,727,T4-VS,T4,VS,103904,1
727,728,T4-RU,T4,RU,103906,1
728,729,T4-VM,T4,VM,103908,-1
729,730,T4-RU,T4,RU,103908,1
730,731,T4-UE,T4,UE,103908,-1
731,732,T4-VM,T4,VM,103909,-1
732,733,T4-RU,T4,RU,103909,1
733,734,T4-UE,T4,UE,103909,-1
734,735,T4-RU,T4,RU,103910,1
735,736,T4-VM,T4,VM,103914,-2
736,737,T4-HI,T4,HI,103914,-1
737,738,T4-VM,T4,VM,103919,1
738,739,T4-VS,T4,VS,103919,1
739,740,T4-VM,T4,VM,103924,1
740,741,T4-RU,T4,RU,103924,1
741,742,T4-VS,T4,VS,103924,1
742,743,T4-UE,T4,UE,103924,1
743,744,T4-VM,T4,VM,103925,1
744,745,T4-RU,T4,RU,103925,1
745,746,T4-VS,T4,VS,103925,1
746,747,T4-UE,T4,UE,103925,1
747,748,T4-RU,T4,RU,103928,1
748,749,T4-VM,T4,VM,103929,1
749,750,T4-RU,T4,RU,103937,1
750,751,T4-VM,T4,VM,103939,1
751,752,T4-RU,T4,RU,103939,1
752,753,T4-VM,T4,VM,103943,-1
753,754,T4-HI,T4,HI,103954,1
754,755,T4-SU,T4,SU,103954,1
755,756,T4-SU,T4,SU,103958,1
756,757,T4-HI,T4,HI,103961,1
757,758,T4-VM,T4,VM,103963,1
758,759,T4-VM,T4,VM,103998,1
759,760,T4-HI,T4,HI,103998,1
760,761,T4-VM,T4,VM,104002,2
761,762,T4-SU,T4,SU,104002,-1
762,763,T4-HI,T4,HI,104032,1
763,764,T4-RU,T4,RU,104032,1
764,765,T4-SU,T4,SU,104032,1
765,766,T4-SS,T4,SS,104032,1
766,767,T4-RU,T4,RU,104037,1
767,768,T4-VM,T4,VM,104056,1
768,769,T4-VM,T4,VM,104087,1
769,770,T4-VM,T4,VM,104088,1
770,771,T4-RU,T4,RU,104088,1
771,772,T4-VM,T4,VM,104089,1
772,773,T4-RU,T4,RU,104089,1
773,774,T4-VM,T4,VM,104091,-1
774,775,T4-RU,T4,RU,104099,1
775,776,T4-SU,T4,SU,104099,1
776,777,T4-VM,T4,VM,104103,-1
777,778,T4-RU,T4,RU,104103,1
778,779,T4-SU,T4,SU,104103,1
779,780,T4-VM,T4,VM,104114,-1
780,781,T4-RU,T4,RU,104114,1
781,782,T4-SS,T4,SS,104114,-1
782,783,T4-RU,T4,RU,104125,1
783,784,T4-SU,T4,SU,104125,1
784,785,T4-UE,T4,UE,104125,1
785,786,T4-VM,T4,VM,104128,-1
786,787,T4-RU,T4,RU,104128,1
787,788,T4-SU,T4,SU,104128,1
788,789,T4-HI,T4,HI,104135,2
789,790,T4-VM,T4,VM,104136,1
790,791,T4-VM,T4,VM,104137,1
791,792,T4-VM,T4,VM,104138,1
792,793,T4-VM,T4,VM,104140,1
793,794,T4-HI,T4,HI,104140,1
794,795,T4-RU,T4,RU,104145,1
795,796,T4-VM,T4,VM,104159,-1
796,797,T4-RU,T4,RU,104159,2
797,798,T4-SU,T4,SU,104159,1
798,799,T4-SU,T4,SU,104164,1
799,800,T4-SU,T4,SU,104165,1
800,801,T4-VM,T4,VM,104171,-2
801,802,T4-HI,T4,HI,104171,-1
802,803,T4-VM,T4,VM,104177,-2
803,804,T4-RU,T4,RU,104177,1
804,805,T4-VM,T4,VM,104181,-2
805,806,T4-HI,T4,HI,104181,-1
806,807,T4-RU,T4,RU,104181,-1
807,808,T4-SU,T4,SU,104181,-1
808,809,T4-SS,T4,SS,104181,-1
809,810,T4-VM,T4,VM,104182,-1
810,811,T4-VM,T4,VM,104183,-2
811,812,T4-RU,T4,RU,104183,-1
812,813,T4-SS,T4,SS,104184,1
813,814,T4-VM,T4,VM,104187,-1
814,815,T4-HI,T4,HI,104187,-1
815,816,T4-HI,T4,HI,104196,2
816,817,T4-RU,T4,RU,104196,2
817,818,T4-SU,T4,SU,104196,1
818,819,T4-VM,T4,VM,104200,-2
819,820,T4-RU,T4,RU,104200,1
820,821,T4-VM,T4,VM,104204,-1
821,822,T4-RU,T4,RU,104204,1
822,823,T4-VM,T4,VM,104206,1
823,824,T4-SU,T4,SU,104206,1
824,825,T4-SU,T4,SU,104208,1
825,826,T4-HI,T4,HI,104218,1
826,827,T4-SU,T4,SU,104218,1
827,828,T4-VM,T4,VM,104221,1
828,829,T4-RU,T4,RU,104221,1
829,830,T4-SU,T4,SU,104221,1
830,831,T4-SU,T4,SU,104223,2
831,832,T4-VM,T4,VM,104225,1
832,833,T4-SU,T4,SU,104226,1
833,834,T4-RU,T4,RU,104232,1
834,835,T4-SU,T4,SU,104232,1
835,836,T4-VM,T4,VM,104303,-1
836,837,T4-RU,T4,RU,104303,1
837,838,T4-SU,T4,SU,104303,1
838,839,T4-VM,T4,VM,104324,-1
839,840,T4-SU,T4,SU,104328,1
840,841,T4-HI,T4,HI,104335,1
841,842,T4-SU,T4,SU,104335,1
842,843,T4-SS,T4,SS,104335,1
843,844,T4-SU,T4,SU,104374,2
844,845,T4-SS,T4,SS,104374,2
845,846,T4-RU,T4,RU,104382,1
846,847,T4-VM,T4,VM,104477,3
847,848,T4-VM,T4,VM,104522,-1
848,849,T4-HI,T4,HI,104522,1
849,850,T4-RU,T4,RU,104522,2
850,851,T4-SU,T4,SU,104522,1
851,852,T4-VM,T4,VM,104528,1
852,853,T4-RU,T4,RU,104539,1
853,854,T4-SU,T4,SU,104539,1
854,855,T4-VM,T4,VM,104549,1
855,856,T4-HI,T4,HI,104550,2
856,857,T4-VM,T4,VM,104551,-1
857,858,T4-VM,T4,VM,104558,1
858,859,T4-SU,T4,SU,104558,1
859,860,T4-RU,T4,RU,104560,1
860,861,T4-VM,T4,VM,104562,-1
861,862,T4-VM,T4,VM,104566,-2
862,863,T4-VM,T4,VM,104568,-1
863,864,T4-SU,T4,SU,104570,1
864,865,T4-SU,T4,SU,104572,1
865,866,T4-VM,T4,VM,104593,-1
866,867,T4-VM,T4,VM,104594,-1
867,868,T4-VM,T4,VM,104614,1
868,869,T4-HI,T4,HI,104620,2
869,870,T4-RU,T4,RU,104620,1
870,871,T4-SU,T4,SU,104620,2
871,872,T4-VM,T4,VM,104640,1
872,873,T4-UE,T4,UE,104640,1
873,874,T4-SS,T4,SS,104642,-1
874,875,T4-VS,T4,VS,104642,1
875,876,T4-VM,T4,VM,104646,-1
876,877,T4-RU,T4,RU,104646,-1
877,878,T4-SU,T4,SU,104646,-1
878,879,T4-SS,T4,SS,104646,1
879,880,T4-VM,T4,VM,104648,-1
880,881,T4-UE,T4,UE,104648,1
881,882,T4-VM,T4,VM,104649,-1
882,883,T4-HI,T4,HI,104649,3
883,884,T4-SU,T4,SU,104649,1
884,885,T4-HI,T4,HI,104650,-1
885,886,T4-RU,T4,RU,104651,1
886,887,T4-VM,T4,VM,104658,1
887,888,T4-HI,T4,HI,104659,1
888,889,T4-VM,T4,VM,104674,-1
889,890,T4-RU,T4,RU,104674,2
890,891,T4-SU,T4,SU,104674,1
891,892,T4-SS,T4,SS,104674,1
892,893,T4-UE,T4,UE,104674,-1
893,894,T4-VM,T4,VM,104685,-1
894,895,T4-SU,T4,SU,104685,-1
895,896,T4-VM,T4,VM,104692,-1
896,897,T4-VM,T4,VM,104724,-1
897,898,T4-SU,T4,SU,104754,1
898,899,T4-VM,T4,VM,104756,-1
899,900,T4-VM,T4,VM,104757,-1
900,901,T4-VM,T4,VM,104758,1
901,902,T4-UE,T4,UE,104764,1
902,903,T4-VM,T4,VM,104768,-1
903,904,T4-RU,T4,RU,104768,1
904,905,T4-SU,T4,SU,104768,1
905,906,T4-VM,T4,VM,104783,-2
906,907,T4-RU,T4,RU,104783,1
907,908,T4-VM,T4,VM,104789,-3
908,909,T4-HI,T4,HI,104789,1
909,910,T4-RU,T4,RU,104789,1
910,911,T4-HI,T4,HI,104846,1
911,912,T4-RU,T4,RU,104846,1
912,913,T4-SU,T4,SU,104846,2
913,914,T4-RU,T4,RU,104853,1
914,915,T4-VM,T4,VM,104855,-1
915,916,T4-RU,T4,RU,104855,1
916,917,T4-VM,T4,VM,104856,-1
917,918,T4-RU,T4,RU,104856,1
918,919,T4-SU,T4,SU,104856,1
919,920,T4-VM,T4,VM,104861,1
920,921,T4-VM,T4,VM,104864,-2
921,922,T4-VM,T4,VM,104865,-2
922,923,T4-SU,T4,SU,104885,1
923,924,T4-UE,T4,UE,104885,-1
924,925,T4-SU,T4,SU,104886,1
925,926,T4-UE,T4,UE,104886,-1
926,927,T4-HI,T4,HI,104890,1
927,928,T4-HI,T4,HI,104892,1
928,929,T4-RU,T4,RU,104896,1
929,930,T4-SS,T4,SS,104896,1
930,931,T4-SU,T4,SU,104900,1
931,932,T4-RU,T4,RU,104944,1
932,933,T4-VM,T4,VM,104950,-1
933,934,T4-VM,T4,VM,104982,3
934,935,T4-RU,T4,RU,104982,-1
935,936,T4-SU,T4,SU,104982,-1
936,937,T4-VM,T4,VM,104989,3
937,938,T4-RU,T4,RU,104989,-1
938,939,T4-SU,T4,SU,104989,-1
939,940,T4-VM,T4,VM,104991,2
940,941,T4-RU,T4,RU,104991,-1
941,942,T4-SU,T4,SU,104991,-1
942,943,T4-VM,T4,VM,104999,3
943,944,T4-RU,T4,RU,104999,-1
944,945,T4-SU,T4,SU,104999,-1
945,946,T4-UE,T4,UE,104999,1
946,947,T4-VM,T4,VM,105014,2
947,948,T4-RU,T4,RU,105014,-1
948,949,T4-SU,T4,SU,105014,-1
949,950,T4-UE,T4,UE,105014,1
950,951,T4-VM,T4,VM,105018,3
951,952,T4-RU,T4,RU,105018,-1
952,953,T4-SU,T4,SU,105018,-1
953,954,T4-UE,T4,UE,105018,1
954,955,T4-VM,T4,VM,105019,2
955,956,T4-RU,T4,RU,105019,-1
956,957,T4-SU,T4,SU,105019,-1
957,958,T4-HI,T4,HI,105038,1
958,959,T4-RU,T4,RU,105038,2
959,960,T4-SU,T4,SU,105038,1
960,961,T4-UE,T4,UE,105098,1
961,962,T4-VM,T4,VM,105102,1
962,963,T4-RU,T4,RU,105109,1
963,964,T4-VM,T4,VM,105114,1
964,965,T4-VM,T4,VM,105116,1
965,966,T4-RU,T4,RU,105132,1
966,967,T4-VM,T4,VM,105161,1
967,968,T4-VM,T4,VM,105162,1
968,969,T4-VM,T4,VM,105166,1
969,970,T4-VM,T4,VM,105173,-2
970,971,T4-VM,T4,VM,105174,-1
971,972,T4-RU,T4,RU,105174,1
972,973,T4-SU,T4,SU,105174,1
973,974,T4-VM,T4,VM,105237,1
974,975,T4-SU,T4,SU,105237,1
975,976,T4-VM,T4,VM,105252,1
976,977,T4-UE,T4,UE,105252,1
977,978,T4-VM,T4,VM,105260,-1
978,979,T4-VM,T4,VM,105275,-2
979,980,T4-RU,T4,RU,105275,1
980,981,T4-VM,T4,VM,105276,-2
981,982,T4-VM,T4,VM,105278,1
982,983,T4-UE,T4,UE,105278,1
983,984,T4-VM,T4,VM,105279,-1
984,985,T4-RU,T4,RU,105279,1
985,986,T4-VM,T4,VM,105280,1
986,987,T4-VM,T4,VM,105281,-1
987,988,T4-VM,T4,VM,105318,-1
988,989,T4-HI,T4,HI,105318,-1
989,990,T4-SU,T4,SU,105318,-1
990,991,T4-UE,T4,UE,105318,1
991,992,T4-VM,T4,VM,105328,-1
992,993,T4-RU,T4,RU,105328,1
993,994,T4-VM,T4,VM,105342,1
994,995,T4-HI,T4,HI,105342,-1
995,996,T4-UE,T4,UE,105342,1
996,997,T4-HI,T4,HI,105352,-1
997,998,T4-UE,T4,UE,105352,1
998,999,T4-RU,T4,RU,105355,1
999,1000,T4-UE,T4,UE,105374,1
1000,1001,T4-VM,T4,VM,105383,1
1001,1002,T4-RU,T4,RU,105385,1
1002,1003,T4-VM,T4,VM,105403,1
1003,1004,T4-RU,T4,RU,105417,1
1004,1005,T4-VM,T4,VM,105440,-1
1005,1006,T4-HI,T4,HI,105440,1
1006,1007,T4-UE,T4,UE,105440,1
1007,1008,T4-VM,T4,VM,105446,1
1008,1009,T4-SU,T4,SU,105446,1
1009,1010,T4-RU,T4,RU,105467,1
1010,1011,T4-SU,T4,SU,105467,1
1011,1012,T4-HI,T4,HI,105486,1
1012,1013,T4-SU,T4,SU,105486,1
1013,1014,T4-VM,T4,VM,105497,-1
1014,1015,T4-VM,T4,VM,105503,1
1015,1016,T4-VM,T4,VM,141635,-2
1016,1017,T4-UE,T4,UE,141635,-1
1017,1018,T4-HI,T4,HI,143502,-1
1018,1019,T4-VM,T4,VM,143537,-2
1019,1020,T4-HI,T4,HI,143537,1
1020,1021,T4-RU,T4,RU,143537,1
1021,1022,T4-UE,T4,UE,143537,-1
1022,1023,T4-VM,T4,VM,143584,1
1023,1024,T4-RU,T4,RU,156958,1
1024,1025,T4-UE,T4,UE,156958,-1
1025,1026,T4-VM,T4,VM,157722,-1
1026,1027,T4-HI,T4,HI,157722,1
1027,1028,T4-UE,T4,UE,157722,-1
1028,1029,T4-HI,T4,HI,157723,2
1029,1030,T4-VM,T4,VM,160988,-1
1030,1031,T4-HI,T4,HI,160988,1
1031,1032,T4-VM,T4,VM,186494,-1
1032,1033,T4-HI,T4,HI,186494,1
1033,1034,T4-UE,T4,UE,186494,-1
